Nepravilan zapis u datoteci senzora: Alojzija Stepinca;15;100;0
Nepravilan zapis u datoteci spremnika: bio;0;1;1;1;1;120
***generiranje otpada***Pavlinska***
Korisnik (1)[1] : Staklo - 2.21, Papir - 4.08, Metal - 1.99, Bio - 6.59, Mješano - 28.83
Korisnik (577)[3] : Staklo - 24.0, Papir - 143.0, Metal - 29.0, Bio - 171.0, Mješano - 268.0
Korisnik (578)[3] : Staklo - 24.0, Papir - 95.0, Metal - 22.0, Bio - 172.0, Mješano - 100.0
Korisnik (579)[3] : Staklo - 17.0, Papir - 59.0, Metal - 24.0, Bio - 241.0, Mješano - 267.0
Korisnik (580)[3] : Staklo - 19.0, Papir - 144.0, Metal - 11.0, Bio - 176.0, Mješano - 148.0
Korisnik (581)[3] : Staklo - 23.0, Papir - 51.0, Metal - 15.0, Bio - 126.0, Mješano - 217.0
Korisnik (582)[3] : Staklo - 33.0, Papir - 49.0, Metal - 23.0, Bio - 222.0, Mješano - 235.0
Korisnik (583)[3] : Staklo - 27.0, Papir - 146.0, Metal - 26.0, Bio - 82.0, Mješano - 128.0
Korisnik (584)[3] : Staklo - 28.0, Papir - 98.0, Metal - 26.0, Bio - 75.0, Mješano - 133.0
Korisnik (585)[3] : Staklo - 28.0, Papir - 47.0, Metal - 16.0, Bio - 191.0, Mješano - 113.0
Nepravilan zapis u datoteci senzora: Alojzija Stepinca;15;100;0
Nepravilan zapis u datoteci spremnika: bio;0;1;1;1;1;120
Korisnik (586)[1] : Staklo - 4.0, Papir - 2.0, Metal - 0.0, Bio - 1.0, Mješano - 16.0
Korisnik (587)[1] : Staklo - 2.0, Papir - 3.0, Metal - 2.0, Bio - 1.0, Mješano - 17.0
Korisnik (588)[1] : Staklo - 6.0, Papir - 1.0, Metal - 2.0, Bio - 2.0, Mješano - 19.0
Korisnik (589)[1] : Staklo - 5.0, Papir - 1.0, Metal - 1.0, Bio - 7.0, Mješano - 19.0
Korisnik (590)[1] : Staklo - 3.0, Papir - 3.0, Metal - 0.0, Bio - 9.0, Mješano - 6.0
Korisnik (591)[1] : Staklo - 3.0, Papir - 3.0, Metal - 0.0, Bio - 3.0, Mješano - 23.0
Korisnik (592)[1] : Staklo - 4.0, Papir - 3.0, Metal - 0.0, Bio - 6.0, Mješano - 16.0
Korisnik (593)[2] : Staklo - 19.0, Papir - 5.0, Metal - 4.0, Bio - 43.0, Mješano - 22.0
Korisnik (594)[2] : Staklo - 8.0, Papir - 10.0, Metal - 3.0, Bio - 45.0, Mješano - 62.0
Korisnik (595)[3] : Staklo - 43.0, Papir - 100.0, Metal - 17.0, Bio - 112.0, Mješano - 116.0
Korisnik (596)[1] : Staklo - 5.0, Papir - 3.0, Metal - 2.0, Bio - 7.0, Mješano - 13.0
Korisnik (597)[1] : Staklo - 2.0, Papir - 0.0, Metal - 1.0, Bio - 9.0, Mješano - 19.0
Korisnik (598)[1] : Staklo - 5.0, Papir - 1.0, Metal - 2.0, Bio - 4.0, Mješano - 21.0
Korisnik (599)[1] : Staklo - 4.0, Papir - 1.0, Metal - 2.0, Bio - 6.0, Mješano - 23.0
Korisnik (600)[1] : Staklo - 2.0, Papir - 4.0, Metal - 2.0, Bio - 8.0, Mješano - 19.0
Korisnik (601)[1] : Staklo - 3.0, Papir - 1.0, Metal - 2.0, Bio - 6.0, Mješano - 17.0
Korisnik (602)[1] : Staklo - 6.0, Papir - 3.0, Metal - 2.0, Bio - 5.0, Mješano - 24.0
Korisnik (603)[1] : Staklo - 2.0, Papir - 4.0, Metal - 1.0, Bio - 5.0, Mješano - 6.0
Korisnik (604)[1] : Staklo - 5.0, Papir - 3.0, Metal - 0.0, Bio - 8.0, Mješano - 15.0
Korisnik (605)[1] : Staklo - 2.0, Papir - 0.0, Metal - 1.0, Bio - 2.0, Mješano - 25.0
Korisnik (606)[1] : Staklo - 4.0, Papir - 4.0, Metal - 1.0, Bio - 5.0, Mješano - 8.0
Korisnik (607)[1] : Staklo - 5.0, Papir - 3.0, Metal - 0.0, Bio - 8.0, Mješano - 17.0
Korisnik (608)[1] : Staklo - 6.0, Papir - 2.0, Metal - 2.0, Bio - 1.0, Mješano - 19.0
Korisnik (609)[1] : Staklo - 0.0, Papir - 3.0, Metal - 2.0, Bio - 7.0, Mješano - 13.0
Korisnik (610)[1] : Staklo - 1.0, Papir - 4.0, Metal - 1.0, Bio - 7.0, Mješano - 13.0
Korisnik (611)[1] : Staklo - 2.0, Papir - 2.0, Metal - 1.0, Bio - 6.0, Mješano - 11.0
Korisnik (612)[1] : Staklo - 1.0, Papir - 2.0, Metal - 2.0, Bio - 8.0, Mješano - 22.0
Korisnik (613)[1] : Staklo - 6.0, Papir - 0.0, Metal - 1.0, Bio - 2.0, Mješano - 24.0
Korisnik (614)[1] : Staklo - 3.0, Papir - 3.0, Metal - 2.0, Bio - 1.0, Mješano - 16.0
Korisnik (615)[2] : Staklo - 15.0, Papir - 10.0, Metal - 3.0, Bio - 23.0, Mješano - 52.0
Korisnik (616)[2] : Staklo - 8.0, Papir - 5.0, Metal - 4.0, Bio - 47.0, Mješano - 24.0
Korisnik (617)[2] : Staklo - 14.0, Papir - 11.0, Metal - 3.0, Bio - 26.0, Mješano - 52.0
Korisnik (618)[2] : Staklo - 17.0, Papir - 4.0, Metal - 3.0, Bio - 13.0, Mješano - 65.0
Korisnik (619)[2] : Staklo - 5.0, Papir - 4.0, Metal - 3.0, Bio - 21.0, Mješano - 58.0
Korisnik (620)[2] : Staklo - 8.0, Papir - 3.0, Metal - 2.0, Bio - 27.0, Mješano - 67.0
Korisnik (621)[2] : Staklo - 11.0, Papir - 5.0, Metal - 3.0, Bio - 38.0, Mješano - 67.0
Korisnik (622)[2] : Staklo - 11.0, Papir - 5.0, Metal - 1.0, Bio - 16.0, Mješano - 83.0
Korisnik (623)[2] : Staklo - 14.0, Papir - 12.0, Metal - 1.0, Bio - 11.0, Mješano - 35.0
Korisnik (624)[2] : Staklo - 11.0, Papir - 5.0, Metal - 2.0, Bio - 32.0, Mješano - 85.0
Korisnik (625)[2] : Staklo - 19.0, Papir - 10.0, Metal - 1.0, Bio - 29.0, Mješano - 50.0
Korisnik (626)[3] : Staklo - 28.0, Papir - 85.0, Metal - 23.0, Bio - 223.0, Mješano - 192.0
Korisnik (627)[3] : Staklo - 28.0, Papir - 129.0, Metal - 13.0, Bio - 93.0, Mješano - 231.0
Korisnik (628)[3] : Staklo - 48.0, Papir - 136.0, Metal - 25.0, Bio - 210.0, Mješano - 145.0
Korisnik (629)[3] : Staklo - 45.0, Papir - 45.0, Metal - 10.0, Bio - 151.0, Mješano - 257.0
Korisnik (630)[3] : Staklo - 49.0, Papir - 121.0, Metal - 18.0, Bio - 212.0, Mješano - 171.0
Korisnik (631)[3] : Staklo - 22.0, Papir - 114.0, Metal - 27.0, Bio - 229.0, Mješano - 136.0
Korisnik (632)[3] : Staklo - 42.0, Papir - 54.0, Metal - 9.0, Bio - 172.0, Mješano - 260.0
Korisnik (633)[1] : Staklo - 1.0, Papir - 3.0, Metal - 1.0, Bio - 6.0, Mješano - 16.0
Korisnik (634)[1] : Staklo - 1.0, Papir - 4.0, Metal - 2.0, Bio - 7.0, Mješano - 27.0
Korisnik (635)[1] : Staklo - 3.0, Papir - 2.0, Metal - 0.0, Bio - 7.0, Mješano - 21.0
Korisnik (636)[1] : Staklo - 6.0, Papir - 4.0, Metal - 0.0, Bio - 9.0, Mješano - 15.0
Korisnik (637)[1] : Staklo - 1.0, Papir - 2.0, Metal - 1.0, Bio - 2.0, Mješano - 27.0
Korisnik (638)[1] : Staklo - 5.0, Papir - 1.0, Metal - 2.0, Bio - 4.0, Mješano - 9.0
Korisnik (639)[1] : Staklo - 1.0, Papir - 1.0, Metal - 2.0, Bio - 1.0, Mješano - 23.0
Korisnik (640)[1] : Staklo - 4.0, Papir - 2.0, Metal - 2.0, Bio - 2.0, Mješano - 23.0
Korisnik (641)[1] : Staklo - 6.0, Papir - 1.0, Metal - 1.0, Bio - 1.0, Mješano - 12.0
Korisnik (642)[1] : Staklo - 1.0, Papir - 3.0, Metal - 2.0, Bio - 8.0, Mješano - 23.0
Korisnik (643)[1] : Staklo - 2.0, Papir - 2.0, Metal - 2.0, Bio - 4.0, Mješano - 7.0
Korisnik (644)[1] : Staklo - 3.0, Papir - 2.0, Metal - 0.0, Bio - 8.0, Mješano - 23.0
Korisnik (645)[1] : Staklo - 5.0, Papir - 1.0, Metal - 1.0, Bio - 8.0, Mješano - 3.0
Korisnik (646)[1] : Staklo - 0.0, Papir - 1.0, Metal - 0.0, Bio - 3.0, Mješano - 14.0
Korisnik (647)[1] : Staklo - 2.0, Papir - 4.0, Metal - 1.0, Bio - 2.0, Mješano - 12.0
Korisnik (648)[1] : Staklo - 2.0, Papir - 3.0, Metal - 2.0, Bio - 1.0, Mješano - 14.0
Korisnik (649)[1] : Staklo - 4.0, Papir - 3.0, Metal - 0.0, Bio - 4.0, Mješano - 28.0
Korisnik (650)[1] : Staklo - 4.0, Papir - 1.0, Metal - 2.0, Bio - 9.0, Mješano - 21.0
Korisnik (651)[1] : Staklo - 2.0, Papir - 0.0, Metal - 2.0, Bio - 6.0, Mješano - 10.0
Korisnik (652)[1] : Staklo - 5.0, Papir - 0.0, Metal - 1.0, Bio - 6.0, Mješano - 27.0
Korisnik (653)[2] : Staklo - 18.0, Papir - 14.0, Metal - 4.0, Bio - 26.0, Mješano - 54.0
Korisnik (654)[2] : Staklo - 14.0, Papir - 6.0, Metal - 4.0, Bio - 38.0, Mješano - 30.0
Korisnik (655)[2] : Staklo - 9.0, Papir - 7.0, Metal - 3.0, Bio - 16.0, Mješano - 26.0
Korisnik (656)[2] : Staklo - 4.0, Papir - 4.0, Metal - 4.0, Bio - 46.0, Mješano - 58.0
Korisnik (657)[2] : Staklo - 9.0, Papir - 11.0, Metal - 3.0, Bio - 14.0, Mješano - 63.0
Korisnik (658)[2] : Staklo - 7.0, Papir - 11.0, Metal - 3.0, Bio - 27.0, Mješano - 74.0
Korisnik (659)[2] : Staklo - 7.0, Papir - 6.0, Metal - 2.0, Bio - 47.0, Mješano - 55.0
Korisnik (660)[2] : Staklo - 8.0, Papir - 13.0, Metal - 1.0, Bio - 15.0, Mješano - 27.0
Korisnik (661)[1] : Staklo - 6.0, Papir - 0.0, Metal - 2.0, Bio - 9.0, Mješano - 10.0
Korisnik (662)[1] : Staklo - 2.0, Papir - 3.0, Metal - 1.0, Bio - 8.0, Mješano - 21.0
Korisnik (663)[1] : Staklo - 2.0, Papir - 4.0, Metal - 1.0, Bio - 5.0, Mješano - 25.0
Korisnik (664)[1] : Staklo - 1.0, Papir - 2.0, Metal - 0.0, Bio - 1.0, Mješano - 22.0
Korisnik (665)[1] : Staklo - 6.0, Papir - 4.0, Metal - 2.0, Bio - 8.0, Mješano - 26.0
Korisnik (666)[1] : Staklo - 2.0, Papir - 0.0, Metal - 1.0, Bio - 3.0, Mješano - 28.0
Korisnik (667)[1] : Staklo - 3.0, Papir - 0.0, Metal - 1.0, Bio - 7.0, Mješano - 18.0
Korisnik (668)[1] : Staklo - 4.0, Papir - 4.0, Metal - 2.0, Bio - 2.0, Mješano - 11.0
Korisnik (669)[1] : Staklo - 5.0, Papir - 1.0, Metal - 2.0, Bio - 7.0, Mješano - 3.0
Korisnik (670)[1] : Staklo - 6.0, Papir - 2.0, Metal - 2.0, Bio - 7.0, Mješano - 20.0
Korisnik (671)[1] : Staklo - 2.0, Papir - 1.0, Metal - 0.0, Bio - 7.0, Mješano - 19.0
Korisnik (672)[1] : Staklo - 1.0, Papir - 3.0, Metal - 1.0, Bio - 5.0, Mješano - 3.0
Korisnik (673)[1] : Staklo - 2.0, Papir - 2.0, Metal - 2.0, Bio - 5.0, Mješano - 3.0
Korisnik (674)[1] : Staklo - 1.0, Papir - 4.0, Metal - 0.0, Bio - 4.0, Mješano - 22.0
Korisnik (675)[2] : Staklo - 5.0, Papir - 6.0, Metal - 3.0, Bio - 49.0, Mješano - 91.0
Korisnik (676)[2] : Staklo - 18.0, Papir - 9.0, Metal - 1.0, Bio - 25.0, Mješano - 58.0
Korisnik (677)[2] : Staklo - 6.0, Papir - 3.0, Metal - 4.0, Bio - 15.0, Mješano - 33.0
Korisnik (678)[2] : Staklo - 18.0, Papir - 4.0, Metal - 2.0, Bio - 22.0, Mješano - 42.0
Korisnik (679)[2] : Staklo - 11.0, Papir - 6.0, Metal - 2.0, Bio - 39.0, Mješano - 33.0
Korisnik (680)[2] : Staklo - 13.0, Papir - 10.0, Metal - 3.0, Bio - 46.0, Mješano - 29.0
Korisnik (681)[3] : Staklo - 18.0, Papir - 54.0, Metal - 13.0, Bio - 133.0, Mješano - 270.0
Korisnik (682)[3] : Staklo - 39.0, Papir - 122.0, Metal - 11.0, Bio - 205.0, Mješano - 273.0
Korisnik (683)[3] : Staklo - 44.0, Papir - 139.0, Metal - 26.0, Bio - 194.0, Mješano - 262.0
Korisnik (684)[3] : Staklo - 19.0, Papir - 53.0, Metal - 9.0, Bio - 117.0, Mješano - 288.0
Korisnik (685)[3] : Staklo - 47.0, Papir - 141.0, Metal - 16.0, Bio - 126.0, Mješano - 147.0
Korisnik (686)[3] : Staklo - 23.0, Papir - 94.0, Metal - 18.0, Bio - 121.0, Mješano - 124.0
Korisnik (687)[3] : Staklo - 48.0, Papir - 77.0, Metal - 25.0, Bio - 231.0, Mješano - 281.0
Korisnik (688)[3] : Staklo - 29.0, Papir - 117.0, Metal - 24.0, Bio - 197.0, Mješano - 192.0
Korisnik (689)[3] : Staklo - 29.0, Papir - 47.0, Metal - 23.0, Bio - 94.0, Mješano - 149.0
Korisnik (690)[3] : Staklo - 23.0, Papir - 69.0, Metal - 14.0, Bio - 141.0, Mješano - 183.0
Korisnik (691)[3] : Staklo - 16.0, Papir - 138.0, Metal - 21.0, Bio - 201.0, Mješano - 117.0
Korisnik (692)[3] : Staklo - 24.0, Papir - 114.0, Metal - 25.0, Bio - 97.0, Mješano - 181.0
Korisnik (693)[1] : Staklo - 4.0, Papir - 3.0, Metal - 2.0, Bio - 8.0, Mješano - 12.0
Korisnik (694)[1] : Staklo - 6.0, Papir - 1.0, Metal - 1.0, Bio - 1.0, Mješano - 7.0
Korisnik (695)[1] : Staklo - 1.0, Papir - 4.0, Metal - 0.0, Bio - 6.0, Mješano - 26.0
Korisnik (696)[1] : Staklo - 1.0, Papir - 3.0, Metal - 2.0, Bio - 5.0, Mješano - 4.0
Korisnik (697)[1] : Staklo - 3.0, Papir - 4.0, Metal - 0.0, Bio - 5.0, Mješano - 29.0
Korisnik (698)[1] : Staklo - 6.0, Papir - 1.0, Metal - 1.0, Bio - 4.0, Mješano - 19.0
Korisnik (699)[1] : Staklo - 3.0, Papir - 1.0, Metal - 1.0, Bio - 3.0, Mješano - 13.0
Korisnik (700)[1] : Staklo - 1.0, Papir - 2.0, Metal - 2.0, Bio - 6.0, Mješano - 26.0
Korisnik (701)[1] : Staklo - 4.0, Papir - 1.0, Metal - 2.0, Bio - 6.0, Mješano - 16.0
Korisnik (702)[1] : Staklo - 4.0, Papir - 0.0, Metal - 2.0, Bio - 2.0, Mješano - 27.0
Korisnik (703)[1] : Staklo - 6.0, Papir - 3.0, Metal - 1.0, Bio - 9.0, Mješano - 17.0
Korisnik (704)[1] : Staklo - 2.0, Papir - 3.0, Metal - 0.0, Bio - 1.0, Mješano - 17.0
Korisnik (705)[1] : Staklo - 6.0, Papir - 2.0, Metal - 2.0, Bio - 6.0, Mješano - 11.0
Korisnik (706)[1] : Staklo - 6.0, Papir - 4.0, Metal - 2.0, Bio - 6.0, Mješano - 13.0
Korisnik (707)[1] : Staklo - 3.0, Papir - 4.0, Metal - 1.0, Bio - 5.0, Mješano - 23.0
Korisnik (708)[2] : Staklo - 18.0, Papir - 10.0, Metal - 2.0, Bio - 23.0, Mješano - 30.0
Korisnik (709)[2] : Staklo - 13.0, Papir - 9.0, Metal - 3.0, Bio - 49.0, Mješano - 33.0
Korisnik (710)[2] : Staklo - 6.0, Papir - 3.0, Metal - 2.0, Bio - 35.0, Mješano - 73.0
Korisnik (711)[2] : Staklo - 12.0, Papir - 3.0, Metal - 3.0, Bio - 39.0, Mješano - 87.0
Korisnik (712)[2] : Staklo - 10.0, Papir - 6.0, Metal - 2.0, Bio - 42.0, Mješano - 27.0
Korisnik (713)[3] : Staklo - 44.0, Papir - 74.0, Metal - 16.0, Bio - 163.0, Mješano - 174.0
Korisnik (714)[3] : Staklo - 46.0, Papir - 115.0, Metal - 19.0, Bio - 141.0, Mješano - 108.0
Korisnik (715)[3] : Staklo - 23.0, Papir - 141.0, Metal - 20.0, Bio - 150.0, Mješano - 146.0
Korisnik (716)[3] : Staklo - 46.0, Papir - 93.0, Metal - 22.0, Bio - 157.0, Mješano - 162.0
Korisnik (717)[3] : Staklo - 26.0, Papir - 121.0, Metal - 11.0, Bio - 187.0, Mješano - 94.0
Korisnik (718)[3] : Staklo - 44.0, Papir - 63.0, Metal - 12.0, Bio - 139.0, Mješano - 261.0
Korisnik (719)[3] : Staklo - 46.0, Papir - 61.0, Metal - 28.0, Bio - 232.0, Mješano - 175.0
Korisnik (720)[3] : Staklo - 34.0, Papir - 61.0, Metal - 10.0, Bio - 214.0, Mješano - 117.0
Korisnik (721)[1] : Staklo - 3.0, Papir - 1.0, Metal - 2.0, Bio - 5.0, Mješano - 26.0
Korisnik (722)[1] : Staklo - 6.0, Papir - 4.0, Metal - 1.0, Bio - 5.0, Mješano - 8.0
Korisnik (723)[1] : Staklo - 6.0, Papir - 4.0, Metal - 1.0, Bio - 6.0, Mješano - 16.0
Korisnik (724)[1] : Staklo - 3.0, Papir - 2.0, Metal - 1.0, Bio - 9.0, Mješano - 9.0
Korisnik (725)[1] : Staklo - 3.0, Papir - 2.0, Metal - 2.0, Bio - 8.0, Mješano - 12.0
Korisnik (726)[1] : Staklo - 4.0, Papir - 3.0, Metal - 0.0, Bio - 5.0, Mješano - 25.0
Korisnik (727)[1] : Staklo - 1.0, Papir - 3.0, Metal - 2.0, Bio - 1.0, Mješano - 5.0
Korisnik (728)[1] : Staklo - 3.0, Papir - 2.0, Metal - 0.0, Bio - 6.0, Mješano - 17.0
Korisnik (729)[1] : Staklo - 3.0, Papir - 0.0, Metal - 2.0, Bio - 9.0, Mješano - 8.0
Korisnik (730)[1] : Staklo - 1.0, Papir - 2.0, Metal - 0.0, Bio - 2.0, Mješano - 6.0
Korisnik (731)[1] : Staklo - 6.0, Papir - 2.0, Metal - 1.0, Bio - 4.0, Mješano - 21.0
Korisnik (732)[1] : Staklo - 4.0, Papir - 2.0, Metal - 1.0, Bio - 2.0, Mješano - 18.0
Korisnik (733)[1] : Staklo - 3.0, Papir - 1.0, Metal - 1.0, Bio - 5.0, Mješano - 6.0
Korisnik (734)[1] : Staklo - 2.0, Papir - 4.0, Metal - 0.0, Bio - 2.0, Mješano - 5.0
Korisnik (735)[1] : Staklo - 6.0, Papir - 4.0, Metal - 1.0, Bio - 2.0, Mješano - 19.0
Korisnik (736)[1] : Staklo - 3.0, Papir - 4.0, Metal - 2.0, Bio - 8.0, Mješano - 17.0
Korisnik (737)[1] : Staklo - 6.0, Papir - 4.0, Metal - 2.0, Bio - 3.0, Mješano - 4.0
Korisnik (738)[1] : Staklo - 2.0, Papir - 1.0, Metal - 1.0, Bio - 7.0, Mješano - 21.0
Korisnik (739)[1] : Staklo - 1.0, Papir - 0.0, Metal - 2.0, Bio - 9.0, Mješano - 19.0
Korisnik (740)[1] : Staklo - 3.0, Papir - 2.0, Metal - 1.0, Bio - 9.0, Mješano - 29.0
Korisnik (741)[1] : Staklo - 2.0, Papir - 3.0, Metal - 1.0, Bio - 5.0, Mješano - 4.0
Korisnik (742)[1] : Staklo - 1.0, Papir - 1.0, Metal - 0.0, Bio - 7.0, Mješano - 23.0
Korisnik (743)[1] : Staklo - 1.0, Papir - 4.0, Metal - 2.0, Bio - 6.0, Mješano - 24.0
Korisnik (744)[1] : Staklo - 3.0, Papir - 3.0, Metal - 0.0, Bio - 9.0, Mješano - 22.0
Korisnik (745)[1] : Staklo - 0.0, Papir - 2.0, Metal - 1.0, Bio - 7.0, Mješano - 9.0
Korisnik (746)[1] : Staklo - 6.0, Papir - 2.0, Metal - 0.0, Bio - 8.0, Mješano - 13.0
Korisnik (747)[1] : Staklo - 6.0, Papir - 0.0, Metal - 1.0, Bio - 4.0, Mješano - 6.0
Korisnik (748)[1] : Staklo - 3.0, Papir - 4.0, Metal - 0.0, Bio - 2.0, Mješano - 21.0
Korisnik (749)[1] : Staklo - 3.0, Papir - 2.0, Metal - 2.0, Bio - 8.0, Mješano - 17.0
Korisnik (750)[1] : Staklo - 5.0, Papir - 2.0, Metal - 1.0, Bio - 9.0, Mješano - 16.0
Korisnik (751)[1] : Staklo - 1.0, Papir - 2.0, Metal - 2.0, Bio - 6.0, Mješano - 11.0
Korisnik (752)[1] : Staklo - 2.0, Papir - 3.0, Metal - 1.0, Bio - 2.0, Mješano - 9.0
Korisnik (753)[1] : Staklo - 6.0, Papir - 0.0, Metal - 2.0, Bio - 6.0, Mješano - 7.0
Korisnik (754)[1] : Staklo - 3.0, Papir - 1.0, Metal - 2.0, Bio - 6.0, Mješano - 26.0
Korisnik (755)[1] : Staklo - 1.0, Papir - 3.0, Metal - 0.0, Bio - 9.0, Mješano - 10.0
Korisnik (756)[1] : Staklo - 4.0, Papir - 4.0, Metal - 2.0, Bio - 8.0, Mješano - 28.0
Korisnik (757)[2] : Staklo - 4.0, Papir - 14.0, Metal - 1.0, Bio - 22.0, Mješano - 27.0
Korisnik (758)[2] : Staklo - 5.0, Papir - 8.0, Metal - 3.0, Bio - 28.0, Mješano - 31.0
Korisnik (759)[2] : Staklo - 19.0, Papir - 13.0, Metal - 4.0, Bio - 12.0, Mješano - 42.0
Korisnik (760)[2] : Staklo - 4.0, Papir - 14.0, Metal - 1.0, Bio - 37.0, Mješano - 52.0
Korisnik (761)[2] : Staklo - 15.0, Papir - 9.0, Metal - 2.0, Bio - 44.0, Mješano - 32.0
Korisnik (762)[2] : Staklo - 5.0, Papir - 4.0, Metal - 3.0, Bio - 22.0, Mješano - 44.0
Korisnik (763)[2] : Staklo - 11.0, Papir - 7.0, Metal - 3.0, Bio - 22.0, Mješano - 69.0
Korisnik (764)[2] : Staklo - 14.0, Papir - 5.0, Metal - 4.0, Bio - 35.0, Mješano - 97.0
Korisnik (765)[2] : Staklo - 16.0, Papir - 12.0, Metal - 4.0, Bio - 29.0, Mješano - 94.0
Korisnik (766)[2] : Staklo - 7.0, Papir - 13.0, Metal - 1.0, Bio - 37.0, Mješano - 55.0
Korisnik (767)[2] : Staklo - 4.0, Papir - 12.0, Metal - 2.0, Bio - 22.0, Mješano - 89.0
Korisnik (768)[2] : Staklo - 18.0, Papir - 9.0, Metal - 1.0, Bio - 10.0, Mješano - 70.0
Korisnik (769)[3] : Staklo - 29.0, Papir - 102.0, Metal - 20.0, Bio - 222.0, Mješano - 247.0
Korisnik (770)[3] : Staklo - 45.0, Papir - 78.0, Metal - 27.0, Bio - 76.0, Mješano - 274.0
Korisnik (771)[3] : Staklo - 35.0, Papir - 59.0, Metal - 27.0, Bio - 159.0, Mješano - 235.0
Korisnik (772)[3] : Staklo - 34.0, Papir - 148.0, Metal - 28.0, Bio - 137.0, Mješano - 141.0
Korisnik (773)[3] : Staklo - 47.0, Papir - 69.0, Metal - 9.0, Bio - 227.0, Mješano - 115.0
Korisnik (774)[3] : Staklo - 25.0, Papir - 117.0, Metal - 22.0, Bio - 76.0, Mješano - 145.0
Korisnik (775)[3] : Staklo - 41.0, Papir - 86.0, Metal - 15.0, Bio - 191.0, Mješano - 128.0
Korisnik (776)[3] : Staklo - 46.0, Papir - 72.0, Metal - 19.0, Bio - 171.0, Mješano - 272.0
Korisnik (777)[3] : Staklo - 15.0, Papir - 85.0, Metal - 16.0, Bio - 214.0, Mješano - 218.0
Korisnik (778)[3] : Staklo - 36.0, Papir - 128.0, Metal - 29.0, Bio - 183.0, Mješano - 108.0
Korisnik (779)[3] : Staklo - 17.0, Papir - 124.0, Metal - 18.0, Bio - 130.0, Mješano - 93.0
Korisnik (780)[3] : Staklo - 49.0, Papir - 83.0, Metal - 21.0, Bio - 201.0, Mješano - 240.0
Nepravilan zapis u datoteci senzora: Alojzija Stepinca;15;100;0
Nepravilan zapis u datoteci spremnika: bio;0;1;1;1;1;120
Korisnik (781)[1] : Staklo - 6.0, Papir - 2.0, Metal - 2.0, Bio - 6.0, Mješano - 5.0
Korisnik (782)[1] : Staklo - 4.0, Papir - 0.0, Metal - 2.0, Bio - 2.0, Mješano - 6.0
Korisnik (783)[1] : Staklo - 3.0, Papir - 1.0, Metal - 2.0, Bio - 7.0, Mješano - 8.0
Korisnik (784)[1] : Staklo - 0.0, Papir - 2.0, Metal - 1.0, Bio - 6.0, Mješano - 26.0
Korisnik (785)[1] : Staklo - 4.0, Papir - 3.0, Metal - 0.0, Bio - 2.0, Mješano - 16.0
Korisnik (786)[1] : Staklo - 4.0, Papir - 4.0, Metal - 2.0, Bio - 2.0, Mješano - 12.0
Korisnik (787)[1] : Staklo - 5.0, Papir - 1.0, Metal - 0.0, Bio - 4.0, Mješano - 24.0
Korisnik (788)[2] : Staklo - 5.0, Papir - 9.0, Metal - 3.0, Bio - 31.0, Mješano - 80.0
Korisnik (789)[2] : Staklo - 4.0, Papir - 12.0, Metal - 4.0, Bio - 28.0, Mješano - 72.0
Korisnik (790)[3] : Staklo - 25.0, Papir - 105.0, Metal - 26.0, Bio - 213.0, Mješano - 98.0
Korisnik (791)[1] : Staklo - 4.0, Papir - 3.0, Metal - 1.0, Bio - 4.0, Mješano - 21.0
Korisnik (792)[1] : Staklo - 6.0, Papir - 2.0, Metal - 1.0, Bio - 2.0, Mješano - 22.0
Korisnik (793)[1] : Staklo - 6.0, Papir - 4.0, Metal - 2.0, Bio - 4.0, Mješano - 25.0
Korisnik (794)[1] : Staklo - 6.0, Papir - 4.0, Metal - 0.0, Bio - 5.0, Mješano - 19.0
Korisnik (795)[1] : Staklo - 3.0, Papir - 4.0, Metal - 0.0, Bio - 2.0, Mješano - 9.0
Korisnik (796)[1] : Staklo - 1.0, Papir - 4.0, Metal - 2.0, Bio - 3.0, Mješano - 19.0
Korisnik (797)[1] : Staklo - 6.0, Papir - 1.0, Metal - 0.0, Bio - 1.0, Mješano - 16.0
Korisnik (798)[1] : Staklo - 3.0, Papir - 3.0, Metal - 1.0, Bio - 6.0, Mješano - 17.0
Korisnik (799)[1] : Staklo - 5.0, Papir - 3.0, Metal - 2.0, Bio - 6.0, Mješano - 21.0
Korisnik (800)[1] : Staklo - 5.0, Papir - 4.0, Metal - 0.0, Bio - 7.0, Mješano - 13.0
Korisnik (801)[1] : Staklo - 3.0, Papir - 2.0, Metal - 2.0, Bio - 9.0, Mješano - 19.0
Korisnik (802)[1] : Staklo - 0.0, Papir - 2.0, Metal - 2.0, Bio - 9.0, Mješano - 7.0
Korisnik (803)[1] : Staklo - 3.0, Papir - 3.0, Metal - 2.0, Bio - 3.0, Mješano - 19.0
Korisnik (804)[1] : Staklo - 5.0, Papir - 4.0, Metal - 1.0, Bio - 6.0, Mješano - 18.0
Korisnik (805)[1] : Staklo - 2.0, Papir - 1.0, Metal - 1.0, Bio - 4.0, Mješano - 16.0
Korisnik (806)[1] : Staklo - 6.0, Papir - 2.0, Metal - 2.0, Bio - 2.0, Mješano - 15.0
Korisnik (807)[1] : Staklo - 6.0, Papir - 0.0, Metal - 1.0, Bio - 8.0, Mješano - 22.0
Korisnik (808)[1] : Staklo - 2.0, Papir - 3.0, Metal - 2.0, Bio - 3.0, Mješano - 12.0
